episode num = '0', episode_total_immediate_rewards = '21.7254702251', episode_total_reward = '21.7254702251', current_state = '10001000001000000', actions_taken = '0,4,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '15', episode_total_immediate_rewards = '7.52060559046', episode_total_reward = '13.761258967', current_state = '10001000001000000', actions_taken = '10,0,4', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '16', episode_total_immediate_rewards = '7.52060559046', episode_total_reward = '13.761258967', current_state = '10001000001000000', actions_taken = '10,0,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '17', episode_total_immediate_rewards = '4.68146952153', episode_total_reward = '4.68146952153', current_state = '00101000000100000', actions_taken = '11,2,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '18', episode_total_immediate_rewards = '6.82854706137', episode_total_reward = '13.0692004379', current_state = '11000000001000000', actions_taken = '10,0,1', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '19', episode_total_immediate_rewards = '7.52060559046', episode_total_reward = '13.761258967', current_state = '10001000001000000', actions_taken = '10,0,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '7.52060559046', episode_total_reward = '13.761258967', current_state = '10001000001000000', actions_taken = '10,0,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '5.75995589825', episode_total_reward = '5.75995589825', current_state = '01000000001010000', actions_taken = '12,10,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '22', episode_total_immediate_rewards = '7.19193063427', episode_total_reward = '13.4325840108', current_state = '10001000001000000', actions_taken = '0,10,4', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '7.52060559046', episode_total_reward = '13.761258967', current_state = '10001000001000000', actions_taken = '10,0,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '24', episode_total_immediate_rewards = '7.52060559046', episode_total_reward = '13.761258967', current_state = '10001000001000000', actions_taken = '10,0,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '25', episode_total_immediate_rewards = '7.52060559046', episode_total_reward = '13.761258967', current_state = '10001000001000000', actions_taken = '10,0,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '26', episode_total_immediate_rewards = '7.52060559046', episode_total_reward = '13.761258967', current_state = '10001000001000000', actions_taken = '10,0,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '27', episode_total_immediate_rewards = '7.52060559046', episode_total_reward = '13.761258967', current_state = '10001000001000000', actions_taken = '10,0,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '28', episode_total_immediate_rewards = '7.52060559046', episode_total_reward = '13.761258967', current_state = '10001000001000000', actions_taken = '10,0,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '29', episode_total_immediate_rewards = '7.52060559046', episode_total_reward = '13.761258967', current_state = '10001000001000000', actions_taken = '10,0,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '12.5854437784', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '6.73297933376', episode_total_reward = '11.6121520429', current_state = '11001000000000000', actions_taken = '0,1,4', strategy = ['exploit', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '11.1690295494', episode_total_reward = '19.0861677129', current_state = '10101000000000000', actions_taken = '0,2,4', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '6.54597410895', episode_total_reward = '14.159315727', current_state = '10001000001000000', actions_taken = '0,10,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '4', episode_total_immediate_rewards = '6.94216600608', episode_total_reward = '14.5555076241', current_state = '10000000001100000', actions_taken = '0,11,10', strategy = ['exploit', 'explore', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '3.99103314532', episode_total_reward = '3.99103314532', current_state = '00101000000100000', actions_taken = '2,11,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '6', episode_total_immediate_rewards = '3.92040039764', episode_total_reward = '3.92040039764', current_state = '00011000000100000', actions_taken = '3,4,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '7', episode_total_immediate_rewards = '10.5014367104', episode_total_reward = '21.1527437827', current_state = '10100000001000000', actions_taken = '0,2,10', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '9', episode_total_immediate_rewards = '6.36281076283', episode_total_reward = '13.9761523808', current_state = '10011000000000000', actions_taken = '0,3,4', strategy = ['exploit', 'explore', 'explore'] 
episode num = '10', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '11', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '12', episode_total_immediate_rewards = '4.50272947153', episode_total_reward = '4.50272947153', current_state = '01000000000110000', actions_taken = '12,11,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '13', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '15', episode_total_immediate_rewards = '6.36281076283', episode_total_reward = '15.0793390704', current_state = '10011000000000000', actions_taken = '0,3,4', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '16', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '17', episode_total_immediate_rewards = '9.17481907606', episode_total_reward = '9.17481907606', current_state = '10001000000010000', actions_taken = '4,0,12', strategy = ['explore', 'explore', 'explore'] 
episode num = '18', episode_total_immediate_rewards = '10.5014367104', episode_total_reward = '21.1527437827', current_state = '10100000001000000', actions_taken = '0,2,10', strategy = ['exploit', 'explore', 'explore'] 
episode num = '19', episode_total_immediate_rewards = '10.5014367104', episode_total_reward = '21.1527437827', current_state = '10100000001000000', actions_taken = '0,2,10', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '20', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '22', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '24', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '25', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '26', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '27', episode_total_immediate_rewards = '10.679139184', episode_total_reward = '21.3304462563', current_state = '10110000000000000', actions_taken = '0,2,3', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '28', episode_total_immediate_rewards = '6.48773072615', episode_total_reward = '15.530764379', current_state = '11000000000100000', actions_taken = '0,1,11', strategy = ['exploit', 'explore', 'explore'] 
episode num = '29', episode_total_immediate_rewards = '12.5854437784', episode_total_reward = '23.2367508507', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '5.75259151417', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '4.59420263285', episode_total_reward = '4.59420263285', current_state = '10011000000000000', actions_taken = '4,3,0', strategy = ['explore', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '5.52641614671', episode_total_reward = '5.52641614671', current_state = '00110000000010000', actions_taken = '3,12,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '8.84436304877', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '4', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '10.0988853306', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '5', episode_total_immediate_rewards = '4.59420263285', episode_total_reward = '7.56504600523', current_state = '10011000000000000', actions_taken = '4,3,0', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '6', episode_total_immediate_rewards = '5.4372290002', episode_total_reward = '8.38960917015', current_state = '10001000000100000', actions_taken = '11,4,0', strategy = ['explore', 'explore', 'explore'] 
episode num = '7', episode_total_immediate_rewards = '5.03853567151', episode_total_reward = '7.99091584146', current_state = '00010000001100000', actions_taken = '11,10,3', strategy = ['exploit', 'explore', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '6.39896526224', episode_total_reward = '9.35134543219', current_state = '01001000000100000', actions_taken = '11,1,4', strategy = ['exploit', 'explore', 'explore'] 
episode num = '9', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '10.0988853306', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '10', episode_total_immediate_rewards = '4.34953485221', episode_total_reward = '4.34953485221', current_state = '01010000000010000', actions_taken = '1,12,3', strategy = ['explore', 'explore', 'explore'] 
episode num = '11', episode_total_immediate_rewards = '5.05644229146', episode_total_reward = '8.00882246141', current_state = '00000000001110000', actions_taken = '11,12,10', strategy = ['exploit', 'explore', 'explore'] 
episode num = '12', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '10.0988853306', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '13', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '10.0988853306', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '10.0988853306', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '15', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '10.0988853306', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '16', episode_total_immediate_rewards = '5.63350273645', episode_total_reward = '9.97979655283', current_state = '00110000000100000', actions_taken = '11,3,2', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '17', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '10.0988853306', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '18', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '10.0988853306', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '19', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '10.0988853306', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '10.0988853306', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '10.0988853306', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '22', episode_total_immediate_rewards = '5.75259151417', episode_total_reward = '10.0988853306', current_state = '01010000000100000', actions_taken = '11,3,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '6.39896526224', episode_total_reward = '11.3071197254', current_state = '01001000000100000', actions_taken = '11,1,4', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '24', episode_total_immediate_rewards = '5.05644229146', episode_total_reward = '9.75359172478', current_state = '00000000001110000', actions_taken = '11,12,10', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '25', episode_total_immediate_rewards = '6.39896526224', episode_total_reward = '11.832670034', current_state = '01001000000100000', actions_taken = '11,1,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '26', episode_total_immediate_rewards = '6.39896526224', episode_total_reward = '11.832670034', current_state = '01001000000100000', actions_taken = '11,1,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '27', episode_total_immediate_rewards = '6.39896526224', episode_total_reward = '11.832670034', current_state = '01001000000100000', actions_taken = '11,1,4', strategy = ['explore', 'exploit', 'explore'] 
episode num = '28', episode_total_immediate_rewards = '6.39896526224', episode_total_reward = '11.832670034', current_state = '01001000000100000', actions_taken = '11,1,4', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '29', episode_total_immediate_rewards = '6.39896526224', episode_total_reward = '11.832670034', current_state = '01001000000100000', actions_taken = '11,1,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '5.00562336006', episode_total_reward = '5.00562336006', current_state = '01001000000100000', actions_taken = '11,1,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '4.79660408398', episode_total_reward = '6.3906625675', current_state = '10010000000100000', actions_taken = '11,3,0', strategy = ['exploit', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '4.88091860717', episode_total_reward = '7.76969204985', current_state = '01010000000100000', actions_taken = '11,1,3', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '4.70961558715', episode_total_reward = '4.70961558715', current_state = '00000000001110000', actions_taken = '10,11,12', strategy = ['explore', 'explore', 'explore'] 
episode num = '4', episode_total_immediate_rewards = '5.00562336006', episode_total_reward = '9.05964026598', current_state = '01001000000100000', actions_taken = '11,1,4', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '4.88091860717', episode_total_reward = '8.93493551309', current_state = '01010000000100000', actions_taken = '11,1,3', strategy = ['explore', 'exploit', 'explore'] 
episode num = '6', episode_total_immediate_rewards = '4.39560945027', episode_total_reward = '7.15491139703', current_state = '00110000000100000', actions_taken = '11,2,3', strategy = ['exploit', 'explore', 'explore'] 
episode num = '7', episode_total_immediate_rewards = '5.03913268559', episode_total_reward = '5.03913268559', current_state = '10001000000100000', actions_taken = '4,0,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '3.96647701909', episode_total_reward = '5.4600583533', current_state = '00001000001010000', actions_taken = '10,12,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '9', episode_total_immediate_rewards = '4.1768122947', episode_total_reward = '4.1768122947', current_state = '00011000001000000', actions_taken = '3,4,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '10', episode_total_immediate_rewards = '4.25760217455', episode_total_reward = '7.01690412132', current_state = '00001000001100000', actions_taken = '11,4,10', strategy = ['exploit', 'explore', 'explore'] 
episode num = '11', episode_total_immediate_rewards = '5.42497189869', episode_total_reward = '9.47898880461', current_state = '11000000000100000', actions_taken = '11,1,0', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '12', episode_total_immediate_rewards = '5.00562336006', episode_total_reward = '9.43705395074', current_state = '01001000000100000', actions_taken = '11,1,4', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '13', episode_total_immediate_rewards = '4.79660408398', episode_total_reward = '9.43224290733', current_state = '10010000000100000', actions_taken = '11,3,0', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '5.42497189869', episode_total_reward = '10.1960748057', current_state = '11000000000100000', actions_taken = '11,1,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '15', episode_total_immediate_rewards = '4.99512564189', episode_total_reward = '9.76622854886', current_state = '01100000000100000', actions_taken = '11,1,2', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '16', episode_total_immediate_rewards = '4.79660408398', episode_total_reward = '9.43224290733', current_state = '10010000000100000', actions_taken = '11,3,0', strategy = ['exploit', 'explore', 'explore'] 
episode num = '17', episode_total_immediate_rewards = '5.42497189869', episode_total_reward = '10.1960748057', current_state = '11000000000100000', actions_taken = '11,1,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '18', episode_total_immediate_rewards = '5.42497189869', episode_total_reward = '10.1960748057', current_state = '11000000000100000', actions_taken = '11,1,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '19', episode_total_immediate_rewards = '5.42497189869', episode_total_reward = '10.1960748057', current_state = '11000000000100000', actions_taken = '11,1,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '5.42497189869', episode_total_reward = '10.1960748057', current_state = '11000000000100000', actions_taken = '11,1,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '5.42497189869', episode_total_reward = '10.1960748057', current_state = '11000000000100000', actions_taken = '11,1,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '22', episode_total_immediate_rewards = '5.42497189869', episode_total_reward = '10.1960748057', current_state = '11000000000100000', actions_taken = '11,1,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '4.84339379375', episode_total_reward = '7.9423680568', current_state = '00000000001110000', actions_taken = '11,12,10', strategy = ['exploit', 'explore', 'explore'] 
episode num = '24', episode_total_immediate_rewards = '4.21858885464', episode_total_reward = '4.21858885464', current_state = '01100000000010000', actions_taken = '2,1,12', strategy = ['explore', 'explore', 'explore'] 
episode num = '25', episode_total_immediate_rewards = '5.09655458494', episode_total_reward = '9.67255905884', current_state = '00000000001110000', actions_taken = '11,10,12', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '26', episode_total_immediate_rewards = '5.17141770103', episode_total_reward = '9.4306805459', current_state = '10001000000100000', actions_taken = '11,4,0', strategy = ['exploit', 'explore', 'explore'] 
episode num = '27', episode_total_immediate_rewards = '6.20664016334', episode_total_reward = '6.20664016334', current_state = '10010000000100000', actions_taken = '0,3,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '28', episode_total_immediate_rewards = '5.42497189869', episode_total_reward = '10.1960748057', current_state = '11000000000100000', actions_taken = '11,1,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '29', episode_total_immediate_rewards = '5.42497189869', episode_total_reward = '10.1960748057', current_state = '11000000000100000', actions_taken = '11,1,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '8.53199196778', episode_total_reward = '8.53199196778', current_state = '00100000001100000', actions_taken = '10,11,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '6.17887401521', episode_total_reward = '9.91035653322', current_state = '01100000001000000', actions_taken = '10,2,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '5.2794484693', episode_total_reward = '5.2794484693', current_state = '01001000001000000', actions_taken = '4,1,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '8.53199196778', episode_total_reward = '14.2926184035', current_state = '00100000001100000', actions_taken = '10,11,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '4', episode_total_immediate_rewards = '5.3942356952', episode_total_reward = '10.9519477391', current_state = '01001000001000000', actions_taken = '10,1,4', strategy = ['exploit', 'explore', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '4.7663928603', episode_total_reward = '10.3241049042', current_state = '00001000001010000', actions_taken = '10,12,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '6', episode_total_immediate_rewards = '4.7663928603', episode_total_reward = '11.4472556366', current_state = '00001000001010000', actions_taken = '10,12,4', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '7', episode_total_immediate_rewards = '8.57779400456', episode_total_reward = '16.1646499662', current_state = '10000000001100000', actions_taken = '10,11,0', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '6.01461079163', episode_total_reward = '6.01461079163', current_state = '11100000000000000', actions_taken = '1,0,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '9', episode_total_immediate_rewards = '8.57779400456', episode_total_reward = '16.2058717993', current_state = '10000000001100000', actions_taken = '10,11,0', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '10', episode_total_immediate_rewards = '5.3942356952', episode_total_reward = '12.5873391347', current_state = '01001000001000000', actions_taken = '10,1,4', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '11', episode_total_immediate_rewards = '8.57779400456', episode_total_reward = '16.2429714491', current_state = '10000000001100000', actions_taken = '10,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '12', episode_total_immediate_rewards = '8.57779400456', episode_total_reward = '16.2429714491', current_state = '10000000001100000', actions_taken = '10,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '13', episode_total_immediate_rewards = '5.3942356952', episode_total_reward = '12.5873391347', current_state = '01001000001000000', actions_taken = '10,1,4', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '8.57779400456', episode_total_reward = '16.2429714491', current_state = '10000000001100000', actions_taken = '10,11,0', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '15', episode_total_immediate_rewards = '8.57779400456', episode_total_reward = '16.2429714491', current_state = '10000000001100000', actions_taken = '10,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '16', episode_total_immediate_rewards = '8.53199196778', episode_total_reward = '16.1971694123', current_state = '00100000001100000', actions_taken = '10,11,2', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '17', episode_total_immediate_rewards = '8.57779400456', episode_total_reward = '16.2429714491', current_state = '10000000001100000', actions_taken = '10,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '18', episode_total_immediate_rewards = '8.57779400456', episode_total_reward = '16.2429714491', current_state = '10000000001100000', actions_taken = '10,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '19', episode_total_immediate_rewards = '7.81242696013', episode_total_reward = '15.4776044047', current_state = '01000000001100000', actions_taken = '10,11,1', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '20', episode_total_immediate_rewards = '8.57779400456', episode_total_reward = '16.2429714491', current_state = '10000000001100000', actions_taken = '10,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '8.57779400456', episode_total_reward = '16.2429714491', current_state = '10000000001100000', actions_taken = '10,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '22', episode_total_immediate_rewards = '8.57779400456', episode_total_reward = '16.2429714491', current_state = '10000000001100000', actions_taken = '10,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '8.57779400456', episode_total_reward = '16.2429714491', current_state = '10000000001100000', actions_taken = '10,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '24', episode_total_immediate_rewards = '8.53199196778', episode_total_reward = '16.1971694123', current_state = '00100000001100000', actions_taken = '10,11,2', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '25', episode_total_immediate_rewards = '5.3942356952', episode_total_reward = '12.5873391347', current_state = '01001000001000000', actions_taken = '10,1,4', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '26', episode_total_immediate_rewards = '5.2794484693', episode_total_reward = '8.68150394849', current_state = '01001000001000000', actions_taken = '4,1,10', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '27', episode_total_immediate_rewards = '7.62521694237', episode_total_reward = '15.2903943869', current_state = '00001000001100000', actions_taken = '10,11,4', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '28', episode_total_immediate_rewards = '6.49223921945', episode_total_reward = '6.49223921945', current_state = '01000000000110000', actions_taken = '11,12,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '29', episode_total_immediate_rewards = '8.57779400456', episode_total_reward = '16.2429714491', current_state = '10000000001100000', actions_taken = '10,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '11.4392086885', episode_total_reward = '11.4392086885', current_state = '11000000000010000', actions_taken = '1,12,0', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '5.5351950549', episode_total_reward = '5.5351950549', current_state = '01100000000010000', actions_taken = '2,12,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '7.59083763209', episode_total_reward = '10.4692929378', current_state = '11100000000000000', actions_taken = '1,2,0', strategy = ['exploit', 'explore', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '6.20615626982', episode_total_reward = '6.20615626982', current_state = '01010000001000000', actions_taken = '10,1,3', strategy = ['explore', 'explore', 'explore'] 
episode num = '4', episode_total_immediate_rewards = '6.6972425614', episode_total_reward = '6.6972425614', current_state = '00000000001110000', actions_taken = '11,12,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '10.8578362705', episode_total_reward = '10.8578362705', current_state = '10100000000010000', actions_taken = '0,2,12', strategy = ['explore', 'explore', 'explore'] 
episode num = '6', episode_total_immediate_rewards = '7.18880239991', episode_total_reward = '16.0684899587', current_state = '01000000000110000', actions_taken = '1,12,11', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '7', episode_total_immediate_rewards = '6.57402739549', episode_total_reward = '10.434457415', current_state = '01000000000110000', actions_taken = '11,12,1', strategy = ['explore', 'exploit', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '11.4206423146', episode_total_reward = '17.4218745676', current_state = '11000000000010000', actions_taken = '12,1,0', strategy = ['explore', 'explore', 'exploit'] 
episode num = '9', episode_total_immediate_rewards = '11.4392086885', episode_total_reward = '25.720005275', current_state = '11000000000010000', actions_taken = '1,12,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '10', episode_total_immediate_rewards = '6.20615626982', episode_total_reward = '10.2854550464', current_state = '01010000001000000', actions_taken = '10,1,3', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '11', episode_total_immediate_rewards = '11.4392086885', episode_total_reward = '25.720005275', current_state = '11000000000010000', actions_taken = '1,12,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '12', episode_total_immediate_rewards = '7.00421490717', episode_total_reward = '21.2850114937', current_state = '01000000001010000', actions_taken = '1,12,10', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '13', episode_total_immediate_rewards = '11.4392086885', episode_total_reward = '25.720005275', current_state = '11000000000010000', actions_taken = '1,12,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '7.59083763209', episode_total_reward = '19.1656917881', current_state = '11100000000000000', actions_taken = '1,2,0', strategy = ['exploit', 'explore', 'exploit'] 
